Method;Job;AnalyzeLaunchVariance;EvaluateOverhead;MaxAbsoluteError;MaxRelativeError;MinInvokeCount;MinIterationTime;OutlierMode;Affinity;EnvironmentVariables;Jit;Platform;Runtime;AllowVeryLargeObjects;Concurrent;CpuGroups;Force;HeapAffinitizeMask;HeapCount;NoAffinitize;RetainVm;Server;Arguments;BuildConfiguration;Clock;EngineFactory;NuGetReferences;Toolchain;IsMutator;InvocationCount;IterationCount;IterationTime;LaunchCount;MaxIterationCount;MaxWarmupIterationCount;MinIterationCount;MinWarmupIterationCount;RunStrategy;UnrollFactor;WarmupCount;FileSize;BufferSize;Mean;Error;StdDev;Gen 0/1k Op;Gen 1/1k Op;Gen 2/1k Op;Allocated Memory/Op
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;8192;128.43 us;0.7570 us;0.5911 us;1.9531;-;-;9.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;8192;80.28 us;1.1312 us;1.0581 us;1.8311;-;-;8.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;8192;126.90 us;0.4929 us;0.4370 us;1.9531;-;-;9.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;8192;78.08 us;0.5774 us;0.5401 us;1.8311;-;-;8.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;16384;126.88 us;0.4199 us;0.3506 us;3.6621;-;-;17.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;16384;78.36 us;0.2145 us;0.1901 us;3.5400;-;-;16.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;16384;127.31 us;2.2985 us;2.1500 us;3.6621;-;-;17.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;16384;80.58 us;0.9011 us;0.8429 us;3.5400;-;-;16.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;32768;128.18 us;0.5823 us;0.5162 us;7.0801;-;-;33.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;32768;78.53 us;0.3635 us;0.3400 us;6.9580;-;-;32.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;32768;129.05 us;1.3078 us;1.1594 us;7.0801;-;-;33.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;32768;79.10 us;0.2831 us;0.2509 us;6.9580;-;-;32.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;65536;130.72 us;1.9315 us;1.8067 us;13.9160;-;-;65.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;65536;81.87 us;1.1312 us;1.0581 us;13.7939;-;-;64.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;65536;132.48 us;0.7947 us;0.7433 us;13.9160;-;-;65.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;65536;80.17 us;0.9517 us;0.8902 us;13.7939;-;-;64.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;84975;134.81 us;1.2970 us;1.2132 us;18.0664;-;-;84.02 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;84975;82.39 us;1.6118 us;2.1517 us;17.8223;-;-;83.52 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;84975;132.88 us;1.1147 us;1.0427 us;18.0664;-;-;84.02 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;4096;84975;80.00 us;0.4718 us;0.4413 us;17.8223;-;-;83.52 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;512;502.29 us;4.8805 us;4.5652 us;1.4648;-;-;1.54 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;512;109.66 us;0.1343 us;0.1121 us;0.1221;-;-;1.03 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;512;494.82 us;9.3028 us;9.1366 us;1.4648;-;-;1.54 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;512;110.58 us;0.7304 us;0.6832 us;0.1221;-;-;1.03 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;1024;307.06 us;6.0196 us;6.1816 us;0.9766;-;-;2.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;1024;94.28 us;1.0904 us;0.9666 us;0.2441;-;-;1.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;1024;296.05 us;3.2870 us;2.9139 us;0.9766;-;-;2.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;1024;93.74 us;0.5781 us;0.5407 us;0.2441;-;-;1.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;2048;207.40 us;3.8805 us;3.4400 us;0.7324;-;-;3.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;2048;85.09 us;0.2779 us;0.2321 us;0.4883;-;-;2.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;2048;199.85 us;1.8030 us;1.6865 us;0.7324;-;-;3.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;2048;86.81 us;1.0438 us;0.9253 us;0.4883;-;-;2.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;4096;158.11 us;1.5007 us;1.4038 us;1.2207;-;-;5.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;4096;82.71 us;1.0800 us;1.0102 us;0.9766;-;-;4.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;4096;158.13 us;1.0136 us;0.8986 us;1.2207;-;-;5.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;4096;80.59 us;0.5710 us;0.5062 us;0.9766;-;-;4.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;8192;130.75 us;0.6115 us;0.5421 us;1.9531;-;-;9.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;8192;78.42 us;0.2826 us;0.2360 us;1.8311;-;-;8.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;8192;125.02 us;0.5081 us;0.4242 us;1.9531;-;-;9.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;8192;80.33 us;0.7778 us;0.7275 us;1.8311;-;-;8.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;16384;128.87 us;1.6719 us;1.5639 us;3.6621;-;-;17.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;16384;78.20 us;0.4322 us;0.3831 us;3.5400;-;-;16.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;16384;127.90 us;0.5395 us;0.4783 us;3.6621;-;-;17.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;16384;78.82 us;0.2040 us;0.1593 us;3.5400;-;-;16.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;32768;130.43 us;1.3188 us;1.2336 us;7.0801;-;-;33.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;32768;81.72 us;1.2148 us;1.1363 us;6.9580;-;-;32.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;32768;130.85 us;1.4709 us;1.3759 us;7.0801;-;-;33.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;32768;79.11 us;0.5179 us;0.4845 us;6.9580;-;-;32.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;65536;132.40 us;0.8744 us;0.7752 us;13.9160;-;-;65.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;65536;80.25 us;0.3400 us;0.2839 us;13.7939;-;-;64.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;65536;131.48 us;2.5082 us;2.4634 us;13.9160;-;-;65.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;65536;82.07 us;0.9014 us;0.8431 us;13.7939;-;-;64.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;84975;129.98 us;0.7314 us;0.6483 us;18.0664;-;-;84.02 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;84975;80.49 us;0.6193 us;0.5793 us;17.8223;-;-;83.52 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;84975;133.20 us;0.7843 us;0.6953 us;18.0664;-;-;84.02 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;8192;84975;81.08 us;0.3196 us;0.2990 us;17.8223;-;-;83.52 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;512;848.83 us;11.4596 us;10.7193 us;1.9531;-;-;1.54 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;512;146.55 us;1.2608 us;1.1793 us;-;-;-;1.03 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;512;842.41 us;5.1889 us;4.5999 us;1.9531;-;-;1.54 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;512;146.66 us;1.4126 us;1.3213 us;-;-;-;1.03 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;1024;497.45 us;4.7744 us;4.4660 us;0.9766;-;-;2.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;1024;110.88 us;0.9943 us;0.9300 us;0.2441;-;-;1.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;1024;484.55 us;7.0119 us;6.2158 us;1.4648;-;-;2.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;1024;112.94 us;1.3268 us;1.2411 us;0.2441;-;-;1.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;2048;309.90 us;2.5914 us;2.4240 us;0.9766;-;-;3.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;2048;93.96 us;0.7293 us;0.6822 us;0.4883;-;-;2.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;2048;308.19 us;5.6408 us;5.2764 us;0.9766;-;-;3.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;2048;93.88 us;0.2806 us;0.2625 us;0.4883;-;-;2.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;4096;201.45 us;1.6147 us;1.5104 us;1.2207;-;-;5.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;4096;87.54 us;1.0999 us;1.0288 us;0.9766;-;-;4.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;4096;201.89 us;3.9482 us;3.6931 us;1.2207;-;-;5.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;4096;85.75 us;0.6547 us;0.5804 us;0.9766;-;-;4.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;8192;160.12 us;1.3008 us;1.2168 us;1.9531;-;-;9.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;8192;82.20 us;0.6308 us;0.5900 us;1.8311;-;-;8.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;8192;154.69 us;2.0630 us;1.9298 us;1.9531;-;-;9.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;8192;83.87 us;0.8765 us;0.8199 us;1.8311;-;-;8.53 KB
AsyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;16384;126.67 us;0.2844 us;0.2521 us;3.6621;-;-;17.04 KB
SyncFileStream;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;16384;79.24 us;1.0186 us;0.9528 us;3.5400;-;-;16.53 KB
AsyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;16384;131.33 us;1.2098 us;1.0725 us;3.6621;-;-;17.04 KB
SyncFileStreamSequentialOptions;Core;False;Default;Default;Default;Default;Default;Default;111111111111;Empty;RyuJit;X64;Core;False;True;False;True;Default;Default;False;False;False;Default;Default;Default;Default;Default;Default;Default;1;Default;Default;Default;Default;Default;Default;Default;Default;16;Default;16384;16384;78.80 us;0.4168 us;0.3898 us;3.5400;-;-;16.53 KB
